Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta
7897337712934,"DESALEX 0,5ML/MG XPE 100ML",E,PROPAGADO ,"62,94","93,97","333,88"
7897337713382,PEROLA 75MCG C/28 CPR REVEST,C,ANTICONCEPCIONAIS ,"32,67","48,08","185,95"
7897337713382,PEROLA 75MCG C/28 CPR REVEST,E,ANTICONCEPCIONAIS ,"32,64","48,08","111,57"
7897337713498,"DESALEX D12 2,5MG+120MG C/10 CPR",E,01 - Preço Controlado Plugpharma,"49,24","65,36","56,63"
7897337716215,CERAZETTE 75MCG C/28 CPR REVEST,D,ANTICONCEPCIONAIS ,"36,42","59,52","39,88"
7897337716215,CERAZETTE 75MCG C/28 CPR REVEST,E,ANTICONCEPCIONAIS ,"34,06","59,52","79,76"
7897337716239,GRACIAL C/22 CPR,C,PROPAGADO ,"35,96","59,62","119,94"
7897337716239,GRACIAL C/22 CPR,E,PROPAGADO ,"32,82","59,62","39,98"
7897337716307,MERCILON C/21 CPR ,E,ANTICONCEPCIONAIS ,"36,38","63,11","124,98"
7897337716345,MICRODIOL 150+30MG C/21 CPR,C,ANTICONCEPCIONAIS ,"29,26","50,47","70,80"
7897337716345,MICRODIOL 150+30MG C/21 CPR,D,ANTICONCEPCIONAIS ,"29,24","50,47","35,40"
7897337716345,MICRODIOL 150+30MG C/21 CPR,E,ANTICONCEPCIONAIS ,"29,62","50,47","35,40"
7897337716512,IMPLANON NXT 68MG,E,ANTICONCEPCIONAIS ,"834,58","1.159,92","1.799,80"
7897337716543,NASONEX SPRAY 50MCG C/120 ACIONAMENTOS,C,03 - Preço Controlado Plugpharma,"47,37","67,86","58,80"
7897337716543,NASONEX SPRAY 50MCG C/120 ACIONAMENTOS,D,02 - Preço Controlado Plugpharma,"47,15","67,86","117,60"
7897337716543,NASONEX SPRAY 50MCG C/120 ACIONAMENTOS,E,01 - Preço Controlado Plugpharma,"45,65","67,86","176,40"
7897337716567,NUVARING C/1 ANEL C/1 APLIC,E,ANTICONCEPCIONAIS ,"77,14","118,17","76,82"
7897337716635,REMERON SOLTAB 15MG C/30 CPR ORGANON,E,02 - Preço Controlado Plugpharma,"104,64","159,24","131,61"
7897337716819,ZETIA 10MG C/30 CPR,D,01 - Preço Controlado Plugpharma,"84,76","120,81","399,40"
7897337716871,ZETSIM 10/20MG C/30 CPR,C,03 - Preço Controlado Plugpharma,"77,00","112,86","93,28"
7897337716871,ZETSIM 10/20MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"76,89","112,86","93,28"
7897337716871,ZETSIM 10/20MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"77,94","112,86","93,28"
7897406119879,CUTISANOL GEL 100G,C,PROPAGADO ,"51,05","73,34","598,32"
7897406119879,CUTISANOL GEL 100G,E,PROPAGADO ,"50,66","73,34","66,48"
7897406119886,CUTISANOL PO ANTISSEPTICO CICATRIZANTE SECATIVO 150G,D,02 - Preço Controlado Plugpharma,"41,08","56,20","50,95"
7897406119886,CUTISANOL PO ANTISSEPTICO CICATRIZANTE SECATIVO 150G,E,01 - Preço Controlado Plugpharma,"39,00","56,20","50,95"
7897406119886,CUTISANOL PO ANTISSEPTICO CICATRIZANTE SECATIVO 150G,E,03 - Preço Controlado Plugpharma,"38,57","56,20","50,95"
7897411600300,HIRUDOID GEL 5MG/G  90G,E,02 - Preço Controlado Plugpharma,"61,60","84,67","76,75"
7897411600386,"BENICAR TRIPLO 20+12,5+5MG C/30 CPR",E,01 - Preço Controlado Plugpharma,"110,40","154,73","127,88"
7897411600386,"BENICAR TRIPLO 20+12,5+5MG C/30 CPR",E,02 - Preço Controlado Plugpharma,"102,82","154,73","255,76"
7897411600393,"BENICAR TRIPLO 40+12,5+5MG C/30 CPR",E,02 - Preço Controlado Plugpharma,"130,39","177,69","293,72"
7897411600393,"BENICAR TRIPLO 40+12,5+5MG C/30 CPR",E,03 - Preço Controlado Plugpharma,"121,39","177,69","146,86"
7897411600423,BENICAR TRIPLO 40+25+10MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"144,31","191,67","158,42"
7897411601505,HIRUDOID 300MG GEL 40G,D,01 - Preço Controlado Plugpharma,"30,60","41,77","113,58"
7897411601505,HIRUDOID 300MG GEL 40G,E,02 - Preço Controlado Plugpharma,"29,27","41,77","75,72"
7897411601505,HIRUDOID 300MG GEL 40G,E,03 - Preço Controlado Plugpharma,"30,43","41,77","75,72"
7897411601529,HIRUDOID 300MG POM 40G,D,02 - Preço Controlado Plugpharma,"31,07","43,15","117,36"
7897411601543,HIRUDOID 500MG GEL 40G,B,PROPAGADO ,"34,32","46,96","127,71"
7897411601543,HIRUDOID 500MG GEL 40G,C,PROPAGADO ,"33,80","46,96","127,71"
7897411601543,HIRUDOID 500MG GEL 40G,D,PROPAGADO ,"34,26","46,96","85,14"
7897411601567,HIRUDOID 500MG POM 40G,C,PROPAGADO ,"32,96","45,72","290,15"
7897411601567,HIRUDOID 500MG POM 40G,E,PROPAGADO ,"33,50","45,72","82,90"
7897411602182,LIXIANA 30MG C/30 CPR REVEST,E,01 - Preço Controlado Plugpharma,"62,02","216,19","242,64"
7897411602182,LIXIANA 30MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"153,14","216,19","121,32"
7897411602205,LIXIANA 60MG C/30 CPR REVEST,E,01 - Preço Controlado Plugpharma,"259,07","339,43","242,64"
7897411602205,LIXIANA 60MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"105,66","339,43","121,32"
7897411602205,LIXIANA 60MG C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"259,07","339,43","121,32"
7897411603141,LOXONIN FLEX 100MG C/7 ADESIVOS,D,01 - Preço Controlado Plugpharma,"86,05","121,83","105,57"
7897411603158,LOXONIN FLEX 100MG C/3 ADESIVOS,E,02 - Preço Controlado Plugpharma,"65,47","85,89","74,42"
7897411610606,BENICAR 20MG C/30 CPR REVEST,D,01 - Preço Controlado Plugpharma,"56,36","80,40","132,90"
7897411610606,BENICAR 20MG C/30 CPR REVEST,D,02 - Preço Controlado Plugpharma,"55,95","80,40","66,45"
7897411610620,BENICAR 40MG C/30 CPR REVEST,E,PROPAGADO ,"58,05","84,51","197,25"
7897411610668,"BENICAR HCT 20+12,5MG C/30 CPR REVEST",C,01 - Preço Controlado Plugpharma,"62,35","90,70","74,96"
7897411610668,"BENICAR HCT 20+12,5MG C/30 CPR REVEST",E,02 - Preço Controlado Plugpharma,"57,02","90,70","74,96"
7897411610668,"BENICAR HCT 20+12,5MG C/30 CPR REVEST",E,03 - Preço Controlado Plugpharma,"62,62","90,70","149,92"
7897411610675,"BENICAR HCT 40+12,5MG C/30 CPR REVEST",C,PROPAGADO ,"72,23","103,32","164,96"
7897411610675,"BENICAR HCT 40+12,5MG C/30 CPR REVEST",E,PROPAGADO ,"71,82","103,32","247,44"
7897411610682,BENICAR HCT 40+25MG C/30 CPR REVEST,D,PROPAGADO ,"70,75","103,32","338,84"
7897411610682,BENICAR HCT 40+25MG C/30 CPR REVEST,E,PROPAGADO ,"33,91","103,32","84,71"
7897411610941,LOXONIN 60MG C/15 CPR ,D,02 - Preço Controlado Plugpharma,"29,66","40,86","70,82"
7897411610941,LOXONIN 60MG C/15 CPR ,E,01 - Preço Controlado Plugpharma,"29,29","40,86","35,41"
7897411610958,LOXONIN 60MG C/30 CPR ,E,01 - Preço Controlado Plugpharma,"54,71","77,60","67,24"
7897411611016,BENICAR ANLO 20+5MG C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"60,98","89,57","74,03"
7897411611023,BENICAR ANLO 40+5MG C/30 CPR,C,PROPAGADO ,"70,24","101,25","418,40"
7897411611023,BENICAR ANLO 40+5MG C/30 CPR,E,PROPAGADO ,"69,26","101,25","83,68"
7897411611030,BENICAR ANLO 40+10MG C/30 CPR REVEST,D,01 - Preço Controlado Plugpharma,"71,32","101,25","167,36"
7897411611030,BENICAR ANLO 40+10MG C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"33,36","101,25","83,68"
7897418529635,SUPL ALIMENTAR GOOD VIT PICOLINATO DE CROMO C/60 CAPS,C,ACÃO VITAMINAS,"12,62","34,90","139,60"
7897418529635,SUPL ALIMENTAR GOOD VIT PICOLINATO DE CROMO C/60 CAPS,D,ACÃO VITAMINAS,"12,69","34,90","174,50"
7897418529635,SUPL ALIMENTAR GOOD VIT PICOLINATO DE CROMO C/60 CAPS,E,ACÃO VITAMINAS,"12,61","34,90","69,80"
7897460400517,VALERIANE C/20 DRAG,E,02 - Preço Controlado Plugpharma,"65,40","99,54","86,25"
7897460401255,GINKOBA 80MG C/30 CPR REVEST,E,01 - Preço Controlado Plugpharma,"49,88","70,96","58,65"
7897460401293,GINKOBA 120MG C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"72,93","104,92","86,72"
7897460401347,GABALLON C/20 CPR,E,01 - Preço Controlado Plugpharma,"33,40","48,27","41,83"
7897460401378,OLIGOVIT UP C/60 CPS,E,,"62,92","86,43","172,86"
7897460401415,REFORGAN C/30 CPR REVEST,D,01 - Preço Controlado Plugpharma,"66,99","100,31","86,92"
7897460401415,REFORGAN C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"69,10","100,31","86,92"
7897460401422,SILIMALON C/30 DRG,C,03 - Preço Controlado Plugpharma,"52,66","81,42","141,10"
7897460401422,SILIMALON C/30 DRG,D,02 - Preço Controlado Plugpharma,"54,06","81,42","141,10"
7897460401422,SILIMALON C/30 DRG,E,01 - Preço Controlado Plugpharma,"52,36","81,42","70,55"
7897460401651,REFORGAN 500MG C/30 CPR,E,PROPAGADO ,"60,50","90,28","261,00"
7897460401668,TRANSAMIN 250MG C/12 CPR,C,01 - Preço Controlado Plugpharma,"59,22","85,92","148,90"
7897460401668,TRANSAMIN 250MG C/12 CPR,E,02 - Preço Controlado Plugpharma,"60,36","85,92","74,45"
7897460401743,SILIMALON 140MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"87,99","130,31","112,91"
7897460401743,SILIMALON 140MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"85,98","130,31","112,91"
7897460401934,SILIMALON 70+100MG C/10 CPR,C,01 - Preço Controlado Plugpharma,"18,16","27,13","70,53"
7897460402108,GABALLON COG C/60 CAPS,D,PROPAGADO ,"86,49","131,97","118,99"
7897460402108,GABALLON COG C/60 CAPS,E,PROPAGADO ,"88,20","131,97","118,99"
7897473201637,ADACNE 1MG GEL 30G ,E,02 - Preço Controlado Plugpharma,"37,98","54,13","46,90"
7897473202771,GN SULFATO DE SALBUTAMOL 100MCG 200 DOSES GLENMARK ,E,BORA VENDER GENÉRICO 3.0,"11,49","33,40","22,81"
7897473205741,ADACNE CLIN GEL AQUOSO 45G,E,03 - Preço Controlado Plugpharma,"57,95","80,42","69,68"
7897473205772,DERIVA C MICRO GEL 30G,E,01 - Preço Controlado Plugpharma,"36,06","50,41","43,68"
7897473205772,DERIVA C MICRO GEL 30G,E,02 - Preço Controlado Plugpharma,"36,68","50,41","43,68"
7897473206090,GN DIPROPIONATO DE BECLOMETASONA 50MCG C/200 DOSES GLENMARK,D,03 - Preço Controlado Plugpharma,"20,63","33,41","250,60"
7897473206106,GN DIPROPIONATO DE BECLOMETASONA 200MCG C/200 DOSE GLENMARK ,C,BORA VENDER GENÉRICO 3.0,"31,17","54,69","399,30"
7897473206106,GN DIPROPIONATO DE BECLOMETASONA 200MCG C/200 DOSE GLENMARK ,E,BORA VENDER GENÉRICO 3.0,"30,93","54,69","279,51"
7897473206403,"HALOBEX 0,05% CR 30G",E,01 - Preço Controlado Plugpharma,"16,62","22,34","19,36"
7897473206540,DERMOTIL FUSID CREME 10G,E,03 - Preço Controlado Plugpharma,"60,15","80,59","69,83"
7897473206854,LEVOLUKAST 10+5MG C/7 CPR,D,02 - Preço Controlado Plugpharma,"46,83","72,64","60,04"
7897473207035,MOMATE 50MCG SUSP NASAL C/120 ACIONAMENTOS,E,01 - Preço Controlado Plugpharma,"35,67","67,68","58,64"
7897473207103,GN DIPROPIONATO DE BECLOMETASONA 250MCG C/200 DOSES GLENMARK,C,BORA VENDER GENÉRICO 3.0,"31,35","68,68","721,14"
7897473207103,GN DIPROPIONATO DE BECLOMETASONA 250MCG C/200 DOSES GLENMARK,E,BORA VENDER GENÉRICO 3.0,"31,00","68,68","51,51"
7897512900811,"MANTEIGA DE CACAU BATOM 3,5G",A,,"1,45","2,79","267,84"
7897512902013,MANTEIGA DE CACAU ROLLON 5ML,B,,"3,08","5,90","536,90"
7897512902013,MANTEIGA DE CACAU ROLLON 5ML,E,,"2,94","5,90","5,90"
7897512902198,BALA DE GENGIBRE C/ PROPOLIS ZIIN ZIIN 30G,E,,"2,89","4,90","4,90"
7897512902853,HEPAZIN ABACAXI ZERO 48X10ML (N),E,SIMILAR PRA VENDER MUITO!,"0,22","0,33","1,20"
7897517901165,ESC CABELO INF RICCA COLORS ,E,,"17,84","26,90","26,90"
7897517901493,ESPELHO RICCA REF 149,E,,"20,54","29,90","59,80"
7897517902438,ESC CABELO RICCA COLOR BLOCK VENTILADA,E,,"18,13","27,50","82,50"
7897517902490,ESC CABELO RICCA DESEMBARACA PRETA,E,,"21,23","31,90","191,40"
7897517902582,ESC CABELO VERTIX MAD RETA MISTA,E,,"20,59","30,90","30,90"
7897517903008,ESPONJA BANHO RICCA GRANDE,E,,"6,85","12,90","77,40"
7897517903015,ESPONJA BANHO PEQUENA RICCA,C,,"5,92","8,50","34,00"
7897517903022,ESPONJA BANHO RICCA ZOO KIDS,E,,"10,86","17,00","51,00"
7897517903091,ESPONJA P/BANHO RICCA DUPLA FACE,C,,"7,82","11,50","11,50"
7897517903411,GRAMPO P/CABELO RICCA N 5 LOIRO C/50 UNID,E,,"2,77","4,16","16,64"
7897517903435,GRAMPO P/CABELO RICCA N 7 LOIRO C/20 UNID,E,,"2,52","3,78","15,12"
7897517903480,PINCEL DE TINTURA PEQUENO RICCA,E,,"2,12","5,90","5,90"
7897517903497,PINCEL DE TINTURA MEDIO RICCA REF 349,E,,"4,58","6,90","20,70"
7897517903589,PENTE RICCA MASCULINO OVAL BELLIZ,D,,"2,44","4,50","4,50"
7897517903589,PENTE RICCA MASCULINO OVAL BELLIZ,E,,"1,28","4,50","4,50"
7897517903909,TOUCA DE BANHO INFANTIL RICCA ,D,,"2,39","3,90","7,80"
7897517903916,TOUCA PARA BANHO LISA RICCA,E,,"2,12","3,99","27,93"
7897517903923,TOUCA PARA BANHO ESTAMPADA RICCA,C,,"2,55","3,90","7,80"
7897517903923,TOUCA PARA BANHO ESTAMPADA RICCA,D,,"2,37","3,90","15,60"
7897517903930,TOUCA METALIZADA VERTIX,E,,"5,40","6,90","13,80"
7897517903961,PINCEL DE BARBA GRANDE RICCA,E,,"12,63","14,50","29,00"
7897517904159,ESC CABELO RICCA MAD NYLON MEIA LUA,E,,"15,80","19,90","39,80"
7897517904173,ESC CABELO BELLIZ MADEIRA RICCA ALISA,E,,"35,86","54,90","274,50"
7897517904234,LIXA DE PE EVA,D,,"5,74","8,50","17,00"
7897517904456,ESC CABELO BELLIZ MADEIRA RACKET ,E,,"25,93","45,50","45,50"
7897517904517,ESC CABELO BELLIZ FLEX RAQUETE AZUL,E,,"22,49","40,50","40,50"
7897517904531,ESC CABELO RICCA SHOWER FLEX ROSA,E,,"18,74","37,50","225,00"
7897517904548,ESC CABELO RICCA SHOWER FLEX TURQUESA,E,,"12,58","37,50","225,00"
7897517904999,ESPELHO DE BOLSA RICCA ,E,,"5,86","8,90","17,80"
7897517905583,ESPONJA ESFOLIANTE BELLIZ C/1 UNID,E,,"7,04","10,50","21,00"
7897517906740,PINCA ENOX PONTA RETA,C,,"6,68","9,90","79,20"
7897517906740,PINCA ENOX PONTA RETA,E,,"5,65","9,90","-9,90"
7897517906832,TESOURA DE UNHA CURVA INOX ,E,,"14,99","22,50","90,00"
7897517906856,TESOURA INFANTIL BABY RICCA ,E,,"14,08","21,50","43,00"
7897517907006,PINCA ENOX PONTA RETA DOURADA,C,,"10,14","14,50","217,50"
7897517907013,PINCA BELLIZ PONTA FINA ,E,,"10,94","15,90","95,40"
7897517907280,ESC DE UNHA CABO ANATOMICO RICCA,E,,"2,72","5,50","11,00"
7897517907303,REMOVEDOR CALOS RICCA LIXA EM ACO DUAS FACES C/1 UNID,C,,"14,25","20,99","104,95"
7897517907426,KIT BABY RICCA MANICURE INFANTIL ROSA ,D,,"19,34","27,99","83,97"
7897517908232,APONTADOR DE LAPIS RICCA,E,,"6,27","7,90","31,60"
7897517908539,PIRANHA MAIS CRIATIVIDADE RICCA C/4 UNID,E,,"6,06","9,90","59,40"
7897517908621,PIRANHA MEDIA BORBOLETA RICCA,E,,"4,64","8,50","8,50"
7897517908638,PIRANHA MEDIA CONCHA RICCA,B,,"5,34","8,50","25,50"
7897517908638,PIRANHA MEDIA CONCHA RICCA,E,,"4,87","8,50","17,00"
7897517908645,PIRANHA RICCA MEDIO CURVA,E,,"5,00","8,50","8,50"
7897517908669,PIRANHA RICCA GRANDE ARCO C/1 UNID ,E,,"7,08","10,62","10,62"
7897517908676,PIRANHA BELLIZ RICCA CLASSICA 867,D,,"6,98","10,90","10,90"
7897517908676,PIRANHA BELLIZ RICCA CLASSICA 867,E,,"6,74","10,90","65,40"
7897517908812,PIRANHA RICCA ONCA PEQUENA COD 881,D,,"11,54","15,90","-47,70"
7897517908898,ELASTICO RICCA COLORS,E,,"6,16","8,90","26,70"
7897517908911,ELASTICO CABELO RICCA COLORS SEM METAL 2MM C/12UNID,E,,"4,52","8,90","8,90"
7897517908980,ELASTICO CABELO RICCA TEXTURA 6MM C/6 UNID ,C,,"5,69","8,90","53,40"
7897517908980,ELASTICO CABELO RICCA TEXTURA 6MM C/6 UNID ,E,,"5,44","8,90","8,90"
7897517909031,ELASTICO CABELO RICCA SEM METAL COLORS 15MM C/10 UNID,E,,"5,38","8,90","53,40"
7897517909598,POLIDOR DE UNHA RICCA ,D,,"2,99","4,90","14,70"
7897517909819,COLA P/CILIOS POSTICOS BELLIZ PRETA 7G,C,,"13,72","20,90","20,90"
7897517909826,PINCEL BELLIZ PARA BASE LIQUIDA,E,,"19,24","27,50","330,00"
7897517910068,KIT PINCEIS P/SOBRANCELHA BELLIZ C/2 UNID ,E,,"9,32","13,90","13,90"
7897517911485,ESC CABELO RICCA RACKET KITTEN PINK,D,,"25,92","38,90","38,90"
7897517912017,UNHAS BELLIZ QUADRADA MEDIA C/24 UNID,D,,"11,68","16,50","33,00"
7897517912727,UNHAS BELLIZ AUTOADESIVAS BLACK C/24 UNID,E,,"23,37","34,90","69,80"
7897517913205,UNHAS RICCA NATURAIS QUADRADO MEDIO C/24 UNID,E,,"7,21","9,90","49,50"
7897517913298,UNHAS POST RICCA ROSA MAGIA C/24 UNID,E,,"11,39","19,90","39,80"
7897517913359,UNHAS RICCA BRANCO SONHO,E,,"11,39","19,90","39,80"
7897517913380,UNHAS RICCA FRANCESINHA ROSA C/24 UNID,C,,"13,75","19,90","39,80"
7897517913380,UNHAS RICCA FRANCESINHA ROSA C/24 UNID,D,,"11,67","19,90","39,80"
7897517913397,UNHAS RICCA FRANCESINHA NUDE C/24 UNID,C,,"12,85","19,90","39,80"
7897517913403,UNHAS RICCA VERMELHO PAIXAO C/24 UNID,D,,"11,39","19,90","19,90"
7897517913427,COLA UNHA POST RICCA 5G,E,,"7,85","11,90","11,90"
7897517915087,ESC CABELO VERTIX EASY CLEAN ,E,,"35,98","53,90","53,90"
7897517916657,NAVALHA PARA SOBRANCELHA PINK,B,,"5,18","7,49","172,27"
7897517916763,TESOURA DE SEGURANCA ACO INOX RICCA,E,,"11,82","17,90","107,40"
7897517917074,PINCA PONTA DOURADA DIAGONAL,C,,"11,00","15,90","31,80"
7897517917074,PINCA PONTA DOURADA DIAGONAL,E,,"11,69","15,90","15,90"
7897517917654,PRESILHA TIC TAC RICCA METALLIC BLONDE C/4 UNID ,D,,"3,76","5,90","17,70"
7897517917661,PRESILHA TIC TAC RICCA METALLIC C/4 UNID,E,,"4,33","6,50","39,00"
7897517917678,ELASTICO P/CABELO RICCA CABELO VOLUMOSO C/6 UNID,C,,"6,16","7,50","45,00"
7897517917777,PINCEL PARA PÓ BELLIZ WOOD,E,,"22,27","32,90","197,40"
7897517917838,PINCEL BELLIZ CONTORNO DE PRESSAO R1783,E,,"11,22","16,50","82,50"
7897517917845,PINCEL BELLIZ ILUMINADOR/CONTORNO 1784,E,,"11,22","16,90","101,40"
7897517917852,PINCEL BELLIZ KABUKI CHANFRADO REF 1785,E,,"14,58","21,90","21,90"
7897517917869,PINCEL LINGUA DE GATO WOOD P/BASE BELLIZ,E,,"13,30","21,50","236,50"
7897517917883,PINCEL WOOD SOMBRA CURTO BELLIZ,E,,"8,62","12,80","89,60"
7897517917913,PINCEL WOOD ESFUMAR BELLIZ,E,,"8,72","12,80","51,20"
7897517918491,UNHAS RICCA AUTOADES ROSA SEXY C/24 UNID,D,,"17,84","26,90","80,70"
7897517918811,PINCEL BELLIZ CONTORNO E PRECISAO,E,,"24,02","36,50","109,50"
7897517919375,PINCEL ESFUMAR GRANDE BELLIZ WOOD,E,,"6,36","10,50","31,50"
7897517919405,PINCEL RICCA DE ALTO ACABAMENTO ULTRA BRUSH C/1 UNID,E,,"13,79","20,69","103,45"
7897517919429,PINCEL RICCA SILICONE P/ BASES E MASCARAS,E,,"11,33","17,00","170,00"
7897517919467,PINCEL RICCA DUO FIBER MAKE ME GLAM C/1 UNID,E,,"17,77","26,66","106,64"
7897517919498,PINCEL RICCA ROSE GOLD BASE,E,,"11,33","15,50","62,00"
7897517919597,UNHAS RICCA CHOCOLATE C/24 UNID,E,,"11,67","19,90","19,90"
7897517919689,MINI PIRANHA RICCA C/8 UNID,D,,"6,26","11,50","11,50"
7897517919689,MINI PIRANHA RICCA C/8 UNID,E,,"6,74","11,50","23,00"
7897517919757,UNHAS RICCA NUDE CAPUCCINO C/24 UNID,E,,"11,39","19,90","39,80"
7897517919771,UNHAS RICCA BLUE JEANS C/24 UNID,E,,"9,15","19,90","59,70"
7897517919986,FIO DENTAL KESS INDIVIDUAL C/30 UNID,E,,"6,74","9,90","29,70"
7897517920012,FIO DENTAL MENTA KESS 100M,B,,"6,83","9,99","49,95"
7897517920012,FIO DENTAL MENTA KESS 100M,C,,"6,82","9,99","39,96"
7897517920043,KIT MINI ESCOVA INTERDENTAL KESS CONICA C/6 UNID,E,,"11,24","16,90","16,90"
7897517920098,ESC LINGUA KESS ,E,,"7,90","12,50","62,50"
7897517920197,ESC DENT KESS DENTURE,E,,"6,97","10,90","32,70"
7897517920876,ESC DENT KESS PRO EXTRA MACIA C/1 UNID,C,,"8,27","12,90","90,30"
7897517920876,ESC DENT KESS PRO EXTRA MACIA C/1 UNID,E,,"8,53","12,90","12,90"
7897517921002,ESC DENT KESS DENTINHO 06 MESES A 2 ANOS DENTINHO,E,,"6,50","8,99","8,99"
7897517921040,ESC DENT KESS PRO COLORFUL EXTRA MACIA C/1,D,,"8,53","10,50","10,50"
7897517921057,ESC DENT KESS PRO EXTRA MACIAS C/2,C,,"12,59","18,50","74,00"
7897517921064,ESC DENT KESS PRO EXTRA MACIA,C,,"8,27","11,99","11,99"
7897517921095,KIT KESS PRO ESC DENTAL C/3 UNID ,B,,"16,88","24,90","199,20"
7897517922795,COLA UNHA POST RICCA 5G ,C,,"14,17","18,50","18,50"
7897517922849,UNHA POST BELLIZ VERMELHO AMEIXA C/24 UNID,D,,"23,37","33,90","101,70"
7897517923334,ESPONJA MAQUIAGEM BELLIZ MAKE UP CHANFRADA,E,,"16,66","24,99","49,98"
7897517923518,BLOCO ENOX MODELADOR DE UNHA GRANULACAO FINA ,C,,"4,48","6,90","13,80"
7897517923518,BLOCO ENOX MODELADOR DE UNHA GRANULACAO FINA ,E,,"4,48","6,90","117,30"
7897517923990,ESC CABELO VERTIX CERAMIC COLOR 43 (GRD),E,,"61,90","86,90","173,80"
7897517924058,PENTE RICCA CACHOS ROSA C/1 UNID,E,,"5,39","8,09","8,09"
7897517924409,ESC CABELO BELLIZ PINK CASSIS RAQUETE,E,,"42,24","62,90","188,70"
7897517924430,ESC CABELO RICCA CACHOS VIBRANTES,E,,"28,75","43,50","130,50"
7897517924843,UNHAS RICCA COLOR COLLECTION OUTONO INVERNO C/24 UNID,C,,"12,10","19,90","39,80"
7897517924874,UNHAS RICCA COLOR COLLECTION OUTONO INVERNO LILAS C/24 UNID,E,,"11,67","19,90","19,90"
7897517924881,UNHAS RICCA COLOR COLLECTION OUTONO INVERNO PRETIN C/24 UNID,E,,"11,67","19,90","19,90"
7897517925024,UNHAS RICCA AUTOAD  PRIMAVERA VERAO AZUL SERENO C/24 UNID,E,,"17,84","26,76","160,56"
7897517925031,UNHAS RICCA AUTOAD PRIMAVERA VERAO BABY BLUE C/24 UNID,E,,"17,84","26,90","134,50"
7897517925062,UNHAS RICCA AUTOAD PRIMAVERA VERAO CORAL FLAMINGO C/24 UNID,E,,"17,84","26,76","133,80"
7897517925079,UNHAS RICCA AUTOAD PRIMAVERA VERAO POR DO SOL C/24 UNID,E,,"17,84","26,76","160,56"
7897517925406,ESC DENT KIDS KESS BASIC PETS ,C,,"2,10","5,99","11,98"
7897517925529,ESC DENT KESS BASIC ACTION MEDIA MACIA ACTION C/ 1 UN,E,,"12,90","19,90","19,90"
7897517925635,ESC DENT KESS COMPACT BASIC VIAGEM,B,,"1,97","2,99","74,75"
7897517926250,CILIOS POSTICOS BELLIZ VOL. 2 MEDIO ,E,,"6,21","9,50","9,50"
7897517926731,CILIOS POSTICOS RICCA MEDIO VOL01 303 C/1PAR,E,,"8,90","14,50","14,50"
7897517926755,CILIOS POSTICOS RICCA TAM MEDIO VOL2 305 C/1PAR,E,,"7,90","14,50","29,00"
7897517926816,COLA CILIOS DELINEADORA PRETA BELLIZ 1ML,E,,"21,43","31,90","223,30"
7897517928490,SH A SECO BERRY RICCA C/150ML,D,,"15,84","27,90","55,80"
7897517928490,SH A SECO BERRY RICCA C/150ML,E,,"14,92","27,90","27,90"
7897517928506,SH RICCA A SECO MENTA 150ML,E,,"17,69","23,90","71,70"
7897517928582,SH SECO RICCA FORTIFICANTE 150ML,E,,"20,57","29,90","89,70"
7897517930066,BORRIFADOR VERTIX 350ML,E,,"12,80","14,95","29,90"
7897517930240,BORRIFADOR PLASTICO VERTIX TUBO 200ML ,E,,"8,71","13,90","27,80"
7897517930257,BORRIFADOR VERTIX 260ML,E,,"9,98","14,90","14,90"
7897517930646,TOUCA REDE VERTIX GROSSA P/CABELO PRETO C/2 UNID,E,,"4,58","7,90","15,80"
7897517931070,GRAMPO P/CABELO RICCA N 5 PRETO C/100 UNID,C,,"5,56","8,50","25,50"
7897517931070,GRAMPO P/CABELO RICCA N 5 PRETO C/100 UNID,E,,"6,39","8,50","51,00"
7897517931087,GRAMPO P/CABELO RICCA N 5 LOIRO C/100 UNID,D,,"5,56","8,50","25,50"
7897517931094,GRAMPO P/CABELO RICCA N 7 PRETO C/100 UNID,D,,"10,21","15,50","139,50"
7897517931100,GRAMPO P/CABELO RICCA N 7 LOIRO C/100 UNID,C,,"10,21","15,50","108,50"
7897517931162,TOUCA DE SILICONE SIMPLES VERTIX,D,,"24,39","29,50","59,00"
7897517932367,PALITO UNHA MADEIRA MEDIO C/1 PONTA (FRACIONADO),A,,"0,10","0,90","-6,30"
7897517932404,BOTA DESCARTAVEL BELLIZ C/100 UND 3240,E,,"9,63","14,50","14,50"
7897517933005,PORTA ESCOVA DE DENTE RICCA ME LEVA NA MALA C/1 UNID,E,,"5,23","7,90","47,40"
